outcome,player,league,season,apps,goals,club,name_source,transfermarkt_name
no-candidates,"Lukasz Piszczek","UEFA Europa League",2008,2,0,,,""
ambiguous,"Luuk de Jong","Eredivisie",2009,12,2,,,"De Graafschap | FC Twente"
no-candidates,"Mads Bidstrup","Championship",2020,4,0,,,""
no-candidates,"Mads Bidstrup","Bundesliga",2023,25,2,,,""
no-candidates,"Mads Bidstrup","Bundesliga",2024,30,1,,,""
no-candidates,"Mads Bidstrup","Bundesliga",2025,25,0,,,""
no-candidates,"Mahamadou Diarra","UEFA Europa League",1999,1,0,,,""
no-candidates,"Mahamadou Diarra","Eredivisie",1999,16,2,,,""
no-candidates,"Mahamadou Diarra","Eredivisie",2000,29,4,,,""
no-candidates,"Mahamadou Diarra","UEFA Europa League",2000,2,0,,,""
no-candidates,"Mahamadou Diarra","Eredivisie",2001,24,3,,,""
no-candidates,"Mahamadou Diarra","UEFA Europa League",2002,2,0,,,""
no-candidates,"Maicon","UEFA Europa League",2005,5,1,,,""
no-candidates,"Maicon","UEFA Champions League",2010,8,0,,,""
no-candidates,"Malick Yalcouyé","Bundesliga",2024,26,4,,,""
no-candidates,"Mamadou Niang","UEFA Europa League",2001,2,0,,,""
no-candidates,"Mamadou Niang","UEFA Europa League",2005,8,1,,,""
no-candidates,"Mamadou Niang","UEFA Europa League",2006,2,0,,,""
no-candidates,"Mamadou Niang","UEFA Europa League",2007,4,2,,,""
no-candidates,"Mamadou Niang","UEFA Europa League",2008,6,2,,,""
no-candidates,"Mamadou Niang","Süper Lig",2010,29,15,,,""
no-candidates,"Mamadou Niang","Süper Lig",2012,10,3,,,""
no-candidates,"Mamadou Sakho","UEFA Europa League",2006,2,0,,,""
no-candidates,"Mamadou Sangaré","Bundesliga",2022,15,2,,,""
no-candidates,"Mamadou Sangaré","Bundesliga",2023,29,1,,,""
no-candidates,"Mamadou Sangaré","Bundesliga",2024,27,2,,,""
no-candidates,"Mamadou Sangaré","Bundesliga",2025,3,0,,,""
no-candidates,"Manuel Fernandes","UEFA Europa League",2003,3,0,,,""
no-candidates,"Manuel Fernandes","Primeira Liga",2003,10,1,,,""
no-candidates,"Manuel Fernandes","Primeira Liga",2004,29,1,,,""
no-candidates,"Manuel Fernandes","UEFA Europa League",2004,7,0,,,""
no-candidates,"Manuel Fernandes","Primeira Liga",2005,28,1,,,""
no-candidates,"Manuel Fernandes","UEFA Europa League",2007,2,0,,,""
no-candidates,"Manuel Fernandes","UEFA Europa League",2008,8,0,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2010,14,1,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2011,26,5,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2012,27,7,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2013,19,2,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2020,11,0,,,""
no-candidates,"Manuel Fernandes","Süper Lig",2021,5,0,,,""
ambiguous,"Manuel Ugarte","Primeira Liga",2020,20,1,,,"CA Fénix | Famalicão"
unknown-club,"Marc Bartra","UEFA Champions League",2010,1,0,,,"Barça Atlètic"
no-candidates,"Marcell Jansen","UEFA Europa League",2007,10,0,,,""
no-candidates,"Marcell Jansen","UEFA Europa League",2008,11,1,,,""
no-candidates,"Marcel Sabitzer","Bundesliga",2013,29,7,,,""
no-candidates,"Marcel Schmelzer","UEFA Europa League",2008,1,0,,,""
no-candidates,"Marco Borriello","UEFA Europa League",2005,2,0,,,""
no-candidates,"Marco Borriello","UEFA Europa League",2008,1,1,,,""
no-candidates,"Marc Torrejón","La Liga",2005,2,0,,,""
no-candidates,"Marc Torrejón","UEFA Europa League",2006,10,0,,,""
ambiguous,"Marcus Edwards","Primeira Liga",2021,12,3,,,"Vit. Guimarães | Sporting"
no-candidates,"Marek Hamsik","UEFA Europa League",2008,2,0,,,""
no-candidates,"Marek Hamsik","Süper Lig",2021,26,2,,,""
no-candidates,"Marek Hamsik","Süper Lig",2022,23,3,,,""
no-candidates,"Mario Gaspar","Championship",2022,31,0,,,""
no-candidates,"Mario Gómez","UEFA Europa League",2004,1,0,,,""
no-candidates,"Mario Gómez","UEFA Europa League",2005,5,2,,,""
no-candidates,"Mario Gómez","UEFA Europa League",2008,8,6,,,""
no-candidates,"Mario Gómez","Süper Lig",2015,33,26,,,""
no-candidates,"Mario Mandzukic","UEFA Europa League",2007,5,2,,,""
no-candidates,"Mario Mandzukic","UEFA Europa League",2008,5,1,,,""
no-candidates,"Marius Niculae","UEFA Europa League",1999,2,0,,,""
no-candidates,"Marius Niculae","UEFA Europa League",2001,6,3,,,""
no-candidates,"Marius Niculae","Primeira Liga",2001,16,7,,,""
no-candidates,"Marius Niculae","UEFA Europa League",2002,2,0,,,""
no-candidates,"Marius Niculae","Primeira Liga",2002,17,3,,,""
no-candidates,"Marius Niculae","Primeira Liga",2003,14,3,,,""
no-candidates,"Marius Niculae","Primeira Liga",2004,12,1,,,""
no-candidates,"Marius Niculae","UEFA Europa League",2004,4,1,,,""
no-candidates,"Marius Niculae","UEFA Europa League",2008,1,0,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2002,2,1,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2003,2,0,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2004,4,0,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2005,7,0,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2006,2,0,,,""
no-candidates,"Mariusz Lewandowski","UEFA Europa League",2008,8,0,,,""
ambiguous,"Marko Arnautovic","Eredivisie",2006,2,0,,,"Floridsdorfer AC | FC Twente"
no-candidates,"Marko Marin","Süper Lig",2015,24,2,,,""
no-candidates,"Marko Marin","Saudi Pro League",2019,9,0,,,""
no-candidates,"Marko Marin","Saudi Pro League",2020,10,0,,,""
no-candidates,"Markus Rosenberg","UEFA Europa League",2003,1,0,,,""
no-candidates,"Markus Rosenberg","Eredivisie",2005,31,12,,,""
no-candidates,"Markus Rosenberg","UEFA Europa League",2006,3,3,,,""
no-candidates,"Markus Rosenberg","Eredivisie",2006,9,0,,,""
no-candidates,"Markus Rosenberg","UEFA Europa League",2007,4,0,,,""
no-candidates,"Markus Rosenberg","UEFA Europa League",2008,7,0,,,""
no-candidates,"Mark van Bommel","Eredivisie",1992,1,0,,,""
no-candidates,"Mark van Bommel","Eredivisie",1995,27,0,,,""
no-candidates,"Mark van Bommel","Eredivisie",1996,19,0,,,""
no-candidates,"Mark van Bommel","Eredivisie",1997,31,1,,,""
no-candidates,"Mark van Bommel","Eredivisie",1998,31,5,,,""
no-candidates,"Mark van Bommel","Eredivisie",1999,33,6,,,""
no-candidates,"Mark van Bommel","Eredivisie",2000,32,7,,,""
no-candidates,"Mark van Bommel","UEFA Europa League",2000,5,0,,,""
no-candidates,"Mark van Bommel","Eredivisie",2001,23,4,,,""
no-candidates,"Mark van Bommel","UEFA Europa League",2001,5,2,,,""
no-candidates,"Mark van Bommel","Eredivisie",2002,28,9,,,""
no-candidates,"Mark van Bommel","Eredivisie",2003,23,6,,,""
no-candidates,"Mark van Bommel","UEFA Europa League",2003,6,1,,,""
no-candidates,"Mark van Bommel","Eredivisie",2004,30,14,,,""
no-candidates,"Mark van Bommel","UEFA Europa League",2007,13,1,,,""
no-candidates,"Mark van Bommel","Eredivisie",2012,28,6,,,""
no-candidates,"Marouane Chamakh","UEFA Europa League",2003,8,4,,,""
no-candidates,"Marouane Chamakh","UEFA Europa League",2006,2,0,,,""
no-candidates,"Marouane Chamakh","UEFA Europa League",2007,7,4,,,""
no-candidates,"Marouane Chamakh","UEFA Europa League",2008,2,1,,,""
no-candidates,"Marouane Chamakh","Championship",2016,2,0,,,""
no-candidates,"Marouane Fellaini","UEFA Europa League",2006,1,0,,,""
no-candidates,"Marouane Fellaini","UEFA Europa League",2007,2,0,,,""
no-candidates,"Marten de Roon","Eredivisie",2009,3,0,,,""
no-candidates,"Martín Demichelis","UEFA Europa League",2007,10,0,,,""
no-candidates,"Martín Demichelis","Bundesliga",2010,6,1,,,""
no-candidates,"Martín Demichelis","La Liga",2010,18,1,,,""
no-candidates,"Martín Demichelis","La Liga",2011,35,3,,,""
no-candidates,"Martín Demichelis","La Liga",2012,31,4,,,""
no-candidates,"Martín Demichelis","Premier League",2013,27,2,,,""
no-candidates,"Martín Demichelis","Premier League",2014,31,1,,,""
no-candidates,"Martín Demichelis","Premier League",2015,20,0,,,""
no-candidates,"Martín Demichelis","La Liga",2016,10,0,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2010,22,0,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2011,21,0,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2012,24,2,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2013,32,2,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2014,31,1,,,""
no-candidates,"Martin Hinteregger","Bundesliga",2024,14,0,,,""
no-candidates,"Martin Skrtel","UEFA Europa League",2004,4,0,,,""
no-candidates,"Martin Skrtel","UEFA Europa League",2005,7,0,,,""
no-candidates,"Martin Skrtel","UEFA Europa League",2007,5,0,,,""
no-candidates,"Martin Skrtel","Süper Lig",2016,31,2,,,""
no-candidates,"Martin Skrtel","Süper Lig",2017,21,3,,,""
no-candidates,"Martin Skrtel","Süper Lig",2018,27,1,,,""
no-candidates,"Martin Skrtel","Süper Lig",2019,20,3,,,""
no-candidates,"Martin Skrtel","Süper Lig",2020,10,0,,,""
no-candidates,"Massimo Ambrosini","UEFA Europa League",1995,3,0,,,""
no-candidates,"Massimo Ambrosini","Serie A",1995,7,0,,,""
no-candidates,"Massimo Ambrosini","UEFA Europa League",2001,3,0,,,""
no-candidates,"Massimo Ambrosini","UEFA Europa League",2008,5,1,,,""
no-candidates,"Massimo Maccarone","UEFA Europa League",2004,4,2,,,""
no-candidates,"Massimo Maccarone","UEFA Europa League",2005,8,5,,,""
unknown-club,"Mateo Retegui","Saudi Pro League",2025,28,16,,,"Al-Qadsiah"
no-candidates,"Mateus Fernandes","Primeira Liga",2022,3,0,,,""
ambiguous,"Matheus Pereira","Primeira Liga",2017,27,7,,,"Sporting | Chaves"
ambiguous,"Matheus Pereira","Saudi Pro League",2022,7,0,,,"Al-Hilal | Al-Wahda"
no-candidates,"Mathieu Debuchy","UEFA Europa League",2004,6,1,,,""
no-candidates,"Mathieu Debuchy","UEFA Europa League",2005,2,0,,,""
no-candidates,"Mathieu Flamini","UEFA Europa League",2003,9,0,,,""
no-candidates,"Mathieu Flamini","UEFA Europa League",2008,7,0,,,""
ambiguous,"Matt Doherty","Championship",2012,13,1,,,"Wolves | Bury"
no-candidates,"Matuzalém","UEFA Europa League",2004,4,1,,,""
no-candidates,"Matuzalém","UEFA Europa League",2005,8,0,,,""
no-candidates,"Matuzalém","UEFA Europa League",2006,4,2,,,""
no-candidates,"Matuzalém","UEFA Europa League",2007,1,0,,,""
no-candidates,"Max Meyer","Süper Lig",2021,6,0,,,""
ambiguous,"Mehdi Taremi","Primeira Liga",2019,30,18,,,"Al-Gharafa | Rio Ave"
no-candidates,"Mesut Özil","UEFA Europa League",2006,1,0,,,""
no-candidates,"Mesut Özil","UEFA Europa League",2007,2,0,,,""
no-candidates,"Mesut Özil","UEFA Europa League",2008,8,0,,,""
no-candidates,"Mesut Özil","Süper Lig",2020,10,0,,,""
no-candidates,"Mesut Özil","Süper Lig",2021,22,8,,,""
no-candidates,"Mesut Özil","Süper Lig",2022,4,0,,,""
no-candidates,"Micah Richards","UEFA Europa League",2008,11,0,,,""
no-candidates,"Micah Richards","Championship",2016,2,0,,,""
unknown-club,"Michael Gregoritsch","Bundesliga",2009,4,1,,,"AKA Kapfenberg"
ambiguous,"Michael Gregoritsch","Bundesliga",2011,16,1,,,"SV Kapfenberg | Hoffenheim"
no-candidates,"Michael Olise","Championship",2018,4,0,,,""
no-candidates,"Michael Owen","UEFA Europa League",1997,4,1,,,""
no-candidates,"Michael Owen","UEFA Europa League",1998,6,2,,,""
no-candidates,"Michael Owen","UEFA Europa League",2000,11,4,,,""
no-candidates,"Michael Owen","UEFA Europa League",2002,6,3,,,""
no-candidates,"Michael Owen","UEFA Europa League",2003,6,2,,,""
ambiguous,"Michail Antonio","Championship",2011,6,0,,,"Reading | Colchester Utd. | Sheff Wed"
ambiguous,"Michail Antonio","Championship",2014,46,14,,,"Sheff Wed | Nott'm Forest"
no-candidates,"Michel Bastos","Eredivisie",2002,28,0,,,""
ambiguous,"Michy Batshuayi","Süper Lig",2024,18,5,,,"Fenerbahçe | Galatasaray"
ambiguous,"Miguel Crespo","Süper Lig",2024,29,2,,,"Fenerbahçe | Basaksehir"
no-candidates,"Mika Biereth","Bundesliga",2023,15,5,,,""
no-candidates,"Mika Biereth","Bundesliga",2024,16,11,,,""
no-candidates,"Mikel Arteta","UEFA Europa League",2001,6,0,,,""
no-candidates,"Mikel Arteta","UEFA Europa League",2002,1,0,,,""
no-candidates,"Mikel Arteta","UEFA Europa League",2005,1,0,,,""
no-candidates,"Mikel Arteta","UEFA Europa League",2007,7,3,,,""
no-candidates,"Mikel Arteta","UEFA Europa League",2008,2,0,,,""
no-candidates,"Milan Baros","UEFA Europa League",2002,4,0,,,""
no-candidates,"Milan Baros","UEFA Europa League",2003,4,1,,,""
no-candidates,"Milan Baros","UEFA Europa League",2008,9,5,,,""
no-candidates,"Milan Baros","Süper Lig",2008,31,20,,,""
no-candidates,"Milan Baros","Süper Lig",2009,17,11,,,""
no-candidates,"Milan Baros","Süper Lig",2010,17,9,,,""
no-candidates,"Milan Baros","Süper Lig",2011,23,8,,,""
no-candidates,"Milan Baros","Süper Lig",2013,13,2,,,""
no-candidates,"Milos Krasic","UEFA Europa League",2004,9,0,,,""
no-candidates,"Milos Krasic","UEFA Europa League",2005,5,0,,,""
no-candidates,"Milos Krasic","UEFA Europa League",2006,2,0,,,""
no-candidates,"Milos Krasic","UEFA Europa League",2008,10,0,,,""
no-candidates,"Milos Krasic","Süper Lig",2012,13,0,,,""
no-candidates,"Miroslav Klose","UEFA Europa League",2000,12,2,,,""
no-candidates,"Miroslav Klose","UEFA Europa League",2003,2,1,,,""
no-candidates,"Miroslav Klose","UEFA Europa League",2006,7,2,,,""
no-candidates,"Miroslav Klose","UEFA Europa League",2007,12,5,,,""
ambiguous,"Moatasem Al-Musrati","Primeira Liga",2019,12,0,,,"Vit. Guimarães | Rio Ave"
no-candidates,"Mohamed Amoura","Ligue 1",2019,1,1,,,""
ambiguous,"Mohamed Ihattaren","Eredivisie",2025,28,6,,,"RKC Waalwijk | Fortuna Sittard"
no-candidates,"Mohamed Sissoko","UEFA Europa League",2003,9,1,,,""
no-candidates,"Mohamed Sissoko","UEFA Europa League",2004,1,0,,,""
no-candidates,"Moisés Hurtado","UEFA Europa League",2005,5,1,,,""
no-candidates,"Moisés Hurtado","UEFA Europa League",2006,11,1,,,""
no-candidates,"Morato","Primeira Liga",2020,2,0,,,""
no-candidates,"Mousa Dembélé","UEFA Europa League",2005,2,0,,,""
no-candidates,"Mousa Dembélé","Eredivisie",2005,33,9,,,""
no-candidates,"Mousa Dembélé","UEFA Europa League",2006,12,4,,,""
no-candidates,"Mousa Dembélé","Eredivisie",2006,33,6,,,""
no-candidates,"Mousa Dembélé","UEFA Europa League",2007,6,1,,,""
no-candidates,"Mousa Dembélé","Eredivisie",2007,33,3,,,""
no-candidates,"Mousa Dembélé","Eredivisie",2008,23,10,,,""
no-candidates,"Mousa Dembélé","Eredivisie",2009,29,4,,,""
no-candidates,"Moussa Sow","UEFA Europa League",2005,2,0,,,""
no-candidates,"Moussa Sow","UEFA Europa League",2008,2,0,,,""
no-candidates,"Moussa Sow","Süper Lig",2011,10,6,,,""
no-candidates,"Moussa Sow","Süper Lig",2012,31,15,,,""
no-candidates,"Moussa Sow","Süper Lig",2013,30,15,,,""
no-candidates,"Moussa Sow","Süper Lig",2014,33,14,,,""
no-candidates,"Moussa Sow","Süper Lig",2015,2,1,,,""
no-candidates,"Moussa Sow","Süper Lig",2016,25,12,,,""
no-candidates,"Moussa Sow","Süper Lig",2017,11,4,,,""
no-candidates,"Munas Dabbur","Bundesliga",2016,15,2,,,""
no-candidates,"Munas Dabbur","Bundesliga",2017,32,22,,,""
no-candidates,"Munas Dabbur","Bundesliga",2018,29,20,,,""
unknown-club,"Musa Barrow","Saudi Pro League",2023,21,6,,,"Al-Taawoun"
unknown-club,"Musa Barrow","Saudi Pro League",2024,33,13,,,"Al-Taawoun"
unknown-club,"Musa Barrow","Saudi Pro League",2025,5,3,,,"Al-Taawoun"
no-candidates,"Naby Keïta","Bundesliga",2015,29,12,,,""
unknown-club,"Nacho Fernández","Saudi Pro League",2024,31,0,,,"Al-Qadsiah"
unknown-club,"Nacho Fernández","Saudi Pro League",2025,34,0,,,"Al-Qadsiah"
no-candidates,"Nacho Monreal","UEFA Europa League",2006,4,0,,,""
unknown-club,"Nahitan Nández","Saudi Pro League",2024,28,0,,,"Al-Qadsiah"
unknown-club,"Nahitan Nández","Saudi Pro League",2025,33,8,,,"Al-Qadsiah"
no-candidates,"Naldo","UEFA Europa League",2006,8,1,,,""
no-candidates,"Naldo","UEFA Europa League",2007,4,1,,,""
no-candidates,"Naldo","UEFA Europa League",2008,9,2,,,""
no-candidates,"Nathan Collins","Championship",2018,3,0,,,""
ambiguous,"Nemanja Gudelj","Primeira Liga",2018,27,1,,,"GZ Evergrande | Sporting"
no-candidates,"Nemanja Vidic","UEFA Europa League",2002,4,0,,,""
no-candidates,"Nemanja Vidic","UEFA Europa League",2003,4,2,,,""
no-candidates,"Neven Subotic","UEFA Europa League",2008,2,0,,,""
no-candidates,"Neven Subotic","Süper Lig",2020,5,1,,,""
no-candidates,"Neven Subotic","Bundesliga",2020,10,0,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2010,26,7,,,""
no-candidates,"Nico Gaitán","UEFA Champions League",2010,5,0,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2011,25,3,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2012,23,3,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2013,26,4,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2014,27,4,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2015,25,4,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2020,18,2,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2021,6,2,,,""
no-candidates,"Nico Gaitán","Primeira Liga",2022,27,3,,,""
no-candidates,"Nicolai Jörgensen","Eredivisie",2016,32,21,,,""
no-candidates,"Nicolai Jörgensen","Eredivisie",2017,26,10,,,""
no-candidates,"Nicolai Jörgensen","Eredivisie",2018,24,7,,,""
no-candidates,"Nicolai Jörgensen","Eredivisie",2019,13,5,,,""
no-candidates,"Nicolai Jörgensen","Eredivisie",2020,23,5,,,""
no-candidates,"Nicolai Jörgensen","Süper Lig",2021,15,2,,,""
no-candidates,"Nicolas Anelka","UEFA Europa League",1997,2,0,,,""
no-candidates,"Nicolas Anelka","UEFA Europa League",2001,4,1,,,""
no-candidates,"Nicolas Anelka","UEFA Europa League",2003,4,3,,,""
no-candidates,"Nicolas Anelka","Süper Lig",2004,14,4,,,""
no-candidates,"Nicolas Anelka","UEFA Europa League",2004,2,0,,,""
no-candidates,"Nicolas Anelka","Süper Lig",2005,25,10,,,""
no-candidates,"Nicolas Anelka","UEFA Europa League",2007,4,1,,,""
no-candidates,"Nicolas Kühn","Bundesliga",2022,20,3,,,""
no-candidates,"Nicolas Kühn","Bundesliga",2023,16,2,,,""
no-candidates,"Nicolas Seiwald","Bundesliga",2021,32,0,,,""
no-candidates,"Nicolas Seiwald","Bundesliga",2022,31,3,,,""
no-candidates,"Nigel de Jong","Eredivisie",2002,17,0,,,""
no-candidates,"Nigel de Jong","Eredivisie",2003,32,1,,,""
no-candidates,"Nigel de Jong","UEFA Europa League",2004,2,0,,,""
no-candidates,"Nigel de Jong","Eredivisie",2004,31,5,,,""
no-candidates,"Nigel de Jong","UEFA Europa League",2005,3,0,,,""
no-candidates,"Nigel de Jong","Eredivisie",2005,16,2,,,""
no-candidates,"Nigel de Jong","UEFA Europa League",2007,8,1,,,""
no-candidates,"Nigel de Jong","UEFA Europa League",2008,2,0,,,""
no-candidates,"Nigel de Jong","Süper Lig",2016,18,1,,,""
no-candidates,"Noah Okafor","Bundesliga",2019,11,3,,,""
no-candidates,"Noah Okafor","Bundesliga",2020,18,6,,,""
no-candidates,"Noah Okafor","Bundesliga",2021,21,9,,,""
no-candidates,"Noah Okafor","Bundesliga",2022,21,7,,,""
no-candidates,"Noa Lang","Eredivisie",2018,3,0,,,""
no-candidates,"Nolito","Primeira Liga",2011,29,11,,,""
no-candidates,"Nolito","Primeira Liga",2012,6,1,,,""
no-candidates,"Noni Madueke","Eredivisie",2019,4,0,,,""
no-candidates,"Nuno Mendes","Primeira Liga",2020,29,1,,,""
no-candidates,"Nuri Sahin","Eredivisie",2007,29,6,,,""
no-candidates,"Nuri Sahin","UEFA Europa League",2008,1,0,,,""
no-candidates,"Nuri Sahin","Süper Lig",2020,36,0,,,""
no-candidates,"Nuri Sahin","Süper Lig",2021,8,0,,,""
no-candidates,"Obafemi Martins","UEFA Europa League",2003,4,2,,,""
no-candidates,"Obafemi Martins","UEFA Europa League",2006,9,6,,,""
no-candidates,"Obafemi Martins","Premier League",2010,4,0,,,""
no-candidates,"Obafemi Martins","La Liga",2012,21,7,,,""
no-candidates,"Ola John","Eredivisie",2010,13,1,,,""
no-candidates,"Ola John","Eredivisie",2011,33,8,,,""
no-candidates,"Ola John","Primeira Liga",2012,22,0,,,""
no-candidates,"Ola John","Primeira Liga",2013,5,0,,,""
no-candidates,"Ola John","Primeira Liga",2014,26,3,,,""
no-candidates,"Ola John","Primeira Liga",2015,2,0,,,""
no-candidates,"Ola John","Championship",2015,28,4,,,""
no-candidates,"Ola John","Championship",2016,2,0,,,""
no-candidates,"Ola John","Primeira Liga",2018,26,1,,,""
no-candidates,"Ola John","Primeira Liga",2019,16,0,,,""
no-candidates,"Ola John","Eredivisie",2020,23,2,,,""
no-candidates,"Ola John","Saudi Pro League",2021,24,8,,,""
no-candidates,"Omar Marmoush","Premier League",2015,1,0,,,""
no-candidates,"Oumar Solet","Bundesliga",2020,10,0,,,""
no-candidates,"Oumar Solet","Bundesliga",2021,22,1,,,""
no-candidates,"Oumar Solet","Bundesliga",2022,25,1,,,""
no-candidates,"Oumar Solet","Bundesliga",2023,21,1,,,""
ambiguous,"Oussama Idrissi","Eredivisie",2017,12,3,,,"FC Groningen | AZ Alkmaar"
ambiguous,"Oussama Idrissi","Eredivisie",2020,7,0,,,"AZ Alkmaar | Ajax"
